,user,location,verified,followers,content,polarity
944,wysmns,└A,FALSE,712,Flume “The Difference” featuring @ToroyMoi (dir. Jonathan Zawada) is out now! 📸: Joyce Kim https://t.co/2x9n76srZ8 https://t.co/8BGDJK961k,
734,BrentynT,"Grand Rapids, MI",FALSE,705,Everyone is talking about corona but I just think that the fact Flume and Porter both dropped bangers this week needs to be acknowldged,
274,marki_markz,Hillsboro - OR #EDM,FALSE,702,The memories man! Still remember when it dropped 🤧 https://t.co/P6Oly5qe5z,
1102,WunDaii,"London, UK",FALSE,699,new Flume on Beats 1 here we goo,0.136363636
1130,WunDaii,"London, UK",FALSE,699,The new AirPods Pro ad has the new Flume track ‼ https://t.co/nF8W8eQ9pj,0.136363636
137,SaneIsCrazy,Yay Area,FALSE,698,Flume &amp; Hermitude must’ve been so inspired/envious listening to this,
174,alt1051,"Louisville, KY",FALSE,698,"Video Alert: @flumemusic - ""The Difference""

https://t.co/QLIxHDewP7",
1218,AutoBotanist,"Pittsburgh, PA",FALSE,695,"Porter release b2b Flume release, my lil heart is happy",0.8
324,kbrewFL,"Florida, USA",FALSE,694,From Steel Eel you can see they left some pieces of their old log flume. Typical SeaWorld too cheap to finish the job.,0.083333333
405,andiegrace21,mi ,FALSE,694,2012 flume this morning,
17,SuokJoo,"Georgia, USA",FALSE,692,"Flume feat. Toro y Moi - The Difference (Official Music Video)

The difference in between
All the faces you read
Wh… https://t.co/3wAvPtXbEB",
729,wikdplaylist,"Daytona Beach, FL",FALSE,686,Say It by Flume Feat. Tove Lo,
546,mustaxxe,"Bogotá, D.C., Colombia.",FALSE,680,Flume haciendo Drum and Bass de nuevo omfggggg. https://t.co/C8uL7H84ij,-0.15
204,olive_divine,"Austin, TX",FALSE,678,"If you really think about it, Buku was truly just too good to be true to begin with. I miss out on seeing Glass Ani… https://t.co/XEVP8hQQgn",0.416666667
996,NHunterThompson,,FALSE,675,ok new flume &amp; toro y moi is great,0.478787879
462,ptaylor_32,listening to odesza ,FALSE,675,"but..... i cannot contain my excitement for space jesus, troyboi, glass animals, flume, into mr. carmack.... at @thebukuproject",
811,2003ptcrusier,"Tampa, FL",FALSE,675,@elise_vendrone flume though,
956,addicted2dubs,909,FALSE,671,Randomly came across the Flume x Toro Y Moi collab https://t.co/tVdPF8NmDo,-0.5
514,Reflumish,On my way to Paradise,FALSE,670,"@calicocrossing_ Lauren/Flume
🌸 she/her
🌸 12/18
🌸 Komorebi
🌸 Flume
🌸 1756-7745-2688",
396,mydougiefreshh,"Detroit, MI",FALSE,668,waking up to a new flume and toro y moi song? don’t mind if i do,0.136363636
971,denthechild,the friendly skies ⛅️,FALSE,668,new flume 🥺,0.136363636
307,Im_Carterr,PNW,FALSE,665,Flume released a borderline DnB song holy shit.,-0.2
1242,brittneyengel,,FALSE,665,I’m obsessed with flume &amp; I cannot chill,-0.5
927,_chrrissyyyy,NOLA | Dell ,FALSE,664,ready to be at flume next weekend with a fat ass blunt and just vibe outttt💫🌸🤩🌈,0.1
201,meow_shlen,"New Orleans, LA",FALSE,664,y’all wanna just pull up to mardi gras world next weekend with our fest fits on and all cry together while listenin… https://t.co/XA9Nq3uFMn,
494,_chrrissyyyy,NOLA | Dell ,FALSE,664,@niahjohnss It’s happening but how will people like flume and Alison wonderland etc. get here if they aren’t already here?,
692,yakostacos,562,FALSE,661,i gave “hi this is flume” another listen after previously dismissing it... this is so amazing what the fuck everyth… https://t.co/E1lpdL6WuF,0.011111111
1183,nevinheardofyah,MD,FALSE,659,you ever listing to ‘hi this is flume’ three times in a row cause same,
1197,diggity_dev,"Louisiana, USA",FALSE,656,I’m trynna fall in love during flume next weekend wassup ??,0.25
114,diggity_dev,"Louisiana, USA",FALSE,656,Name the next time ima get to see Flume ????? I’ll wait !!!!!,-0.25
133,deadsunproject,"new brunswick, nj",FALSE,651,"@hunter_hhhh bless u . only track i've heard of this so far is the new flume x toro y moi, loved it",0.234090909
750,CasonRiley15,"Texas, USA",FALSE,646,God damn this flume drum and bass is nice,0.225
715,CasonRiley15,"Texas, USA",FALSE,646,Need a flume dnb album tbh,
107,lilhawiianpunch,she / her,FALSE,644,star eyes by flume...does anybody remember her?,
427,IamNuushi,Japan,FALSE,642,Listen to The Difference (feat. Toro y Moi) by Flume #np on #SoundCloud https://t.co/Sjpw7NlwgX,
459,IamNuushi,Japan,FALSE,642,"WTF!!!
Flume made a DnB tune w Toro y Moi 😭😭😭
Flume feat. Toro y Moi - The Difference (Official Music Video)… https://t.co/ziFqGiz7qE",
442,iamrosakay,In My Own World,FALSE,641,flume i love you so fucking much bro,0.35
680,beverage_cart,the redwood tree,FALSE,641,“People are hurting and that’s sad. Too bad there’s nothing that can be done about it” *slides down diamond flume i… https://t.co/cL4EtTPKgO,-0.451851852
354,90s_Flume,,FALSE,640,"Do you ever get jealous of someone's art, so you just draw something really good just to make yourself better?..
Because I don't do that.",0.7
105,90s_Flume,,FALSE,640,I need to draw more dresses.,0.5
1180,90s_Flume,,FALSE,640,"Fun fact:
Neomi is a fish.",0.3
892,90s_Flume,,FALSE,640,"I would buy the animal crossing switch, but I hate Tom Nook and the Nooklings, but mostly Tom.",-0.15
786,90s_Flume,,FALSE,640,"@dark_tetra I just use the G-pen and a little bit of the airbrush, and that's it. I have it for years and I still d… https://t.co/ImJMZox3qo",-0.1875
583,90s_Flume,,FALSE,640,@Arizuban I will have a chicken sandwich And a bucket of chicken.,-0.6
588,90s_Flume,,FALSE,640,My Chicken Sandwich!! https://t.co/c0zwsMVwTS,-0.6
318,90s_Flume,,FALSE,640,@FetusBeann She stole my sandwich. &gt;:(,
480,90s_Flume,,FALSE,640,My art is an illusion.,
585,90s_Flume,,FALSE,640,"@ArixTheArix No!
She broke into my house just to steal my food.
She gets the Death. &gt;:(",
1168,90s_Flume,,FALSE,640,But I am kinda hungy though.. https://t.co/JEaG3tKtJj,
168,jeffreydotjpeg,#NAME?,FALSE,631,"I’ve listened to the new flume song so so many times, it’s unhealthy at this point 🤪",0.078787879
1060,katherinehunnah,"Tallahassee, FL",FALSE,630,Flume really gave us a dnb track🥵,0.2
812,DJinfinitymix,"Los Angeles, CA",FALSE,628,"This is the one you didn’t know you needed today 🙏🏼
@itscustome @Equator_Media 🔥
https://t.co/mM5P3AXMi2",
962,Djdonflash,"Portharcourt, Rivers State",FALSE,627,"Flume on his new Toro y Moi collaboration, “The Difference” https://t.co/v5RjLeb7Ij https://t.co/tKWdVUD5kt",0.136363636
1138,goosiejayy,Fairy island ,FALSE,625,Brb crying because we get to see flume in the Forest,-0.2
689,SHUTUPSARAHHHH,,FALSE,624,chaz has a new song with flume that is pretty sick go listen to it https://t.co/lyVzXIHO5p,-0.109307359
426,Z0hka,composer zzzohka@gmail.com,FALSE,623,Flume,
43,goneradio,France,FALSE,616,"#GOneRadio FLUME FEAT LONDON GRAMMAR - Let You Know (Nathan C Remix) - Radio Live !!! The LGBT Station
Stream or do… https://t.co/8ZpCVjFPjG",0.136363636
1196,sc5tt,,FALSE,613,"I heard if u stream The Difference by Flume tomorrow, you become virtually immune to C*rona",
323,TEAMUphallPS,"Uphall, Scotland",FALSE,608,When the adventure play park slide turns into a DIY Slip N Slide flume 🤣😀!! We ❤️ @lendrick_muir https://t.co/SZe2K1YMnb,
735,rishikpilllllai,Socal // Chicago // Honolulu ,FALSE,608,this toro y moi x flume collab is giving me life,
677,FoxenKRZ,,FALSE,607,Both new Porter and Flume are the only things keeping me happy rn,0.312121212
1133,WGMUNowPlaying,,FALSE,606,Now playing on WGMU: Insane by Flume from Flume,-1
739,curdaneta,musicland,FALSE,606,👍 on @YouTube: Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/ybvcuD4xmv,
298,JaradHxx,"dallas, tx.",FALSE,604,also this new Flume x Toro Y Moi track 🥵,0.136363636
821,Vinny__Winny,"San Diego, CA",FALSE,602,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/goq0Gp7mhg via @YouTube Acid...,
1128,_itsIan,"Millbrook, AL",FALSE,596,Flume rocks full send. #tryandstopme,0.35
208,junmaatsu,Jakarta Capital Region,FALSE,594,Yooo it's flume and toro y moi https://t.co/qLtN6XQFye,
914,presiragin,"Los Angeles, CA",FALSE,594,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/Dv5LIOHBxj via @YouTube,
1195,Livdorr,62,FALSE,587,Many new musics drop! YAYYY. Flume feat Toroymoi is sumthin I guess.,0.318181818
209,MrWompsAlot,,FALSE,583,!!!!! WTFFF !!!! This is sooooo gooooooood  https://t.co/100inAI68i,
660,djsuupaa,"Los Angeles, CA",FALSE,582,@AliceAvizandum Isn’t Flume dating that girl,
64,MusicInjections,"Rotterdam, Nederland",FALSE,581,Flume - Rushing back ft Vera Blue (Ekko &amp; Sidetrack bootleg) ... https://t.co/HEubEWEIkI,-0.133333333
232,SpaceJakus,"La Plata, MD",FALSE,580,@littl3critt3r i need some flume in my life asap,
770,SleeplessAtom,@_Diarium__,FALSE,580,"Dude Flume @ Red Rocks would actually be so affordable? 

Time to make moves..? Maybe.",
1159,WERANowPlaying,"Arlington, VA",FALSE,579,"Flume - ""My Boo""",
1104,grunge_mom,"Los Angeles, CA",FALSE,577,NEW FLUME WITH TORO Y MOI YESSSS ❤️😭❤️  https://t.co/zx0VtHC1vA,0.136363636
523,annairda117,"College Station, TX",FALSE,575,"BUT THAT MEANS FLUME &amp; RED ROCKS BABY, who’s coming???",
171,belmore24,"Baton Rouge, LA",FALSE,574,@haileyseymour20 second time ive planned to see flume that got cancelled...,
983,matteuos,,FALSE,574,Flume no Rampage 2020 😂,
1000,matteuos,,FALSE,574,"The Difference by Flume, Toro y Moi https://t.co/eyH11A0X2T #NowPlaying",
83,superPAOer,MNL,FALSE,572,"Can you believe there's a Toro y Moi x Flume song???

https://t.co/QzpUJuMZPg",
294,S_MKitten,,FALSE,571,Flume-Rushing Back is and forever will be a vibe,
191,valxeee,,FALSE,569,I’ll be crying over not being able to see Flume for the next few years,-0.08
237,madijade96,,FALSE,569,@kadewhite @LaceNichole If flume backs out I simply will not go,
790,LewisBarthaud,"England, Milton Keynes",FALSE,567,@jamiethekid00 @EVEC_MK @BPChargemaster @GroupeRenaultEV @BMWi @UKVolkswagen @Voltswagen @MINIUK I'm voting for a log flume,
41,WickPS,,FALSE,559,#illtud have been identifying which materials make the best carriage for a log flume. @Cornerstonesedu… https://t.co/avS6BK2Xsr,1
297,kawawakoala,sf native baby,FALSE,553,"anything from flume, he’s my baby daddy but favs are hyperparadise remix, hyperreal, wall fuck, a baru in new york,… https://t.co/TYibE8XjhG",-0.131818182
77,blazinsb3,"Methuen, MA",FALSE,552,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/pxJhQbz91D,
20,RhettMcClure,#LNK#USA,FALSE,546,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/yIT63rQTw2 via @YouTube,
314,EricSwaggySwoop,"Lansing, MI",FALSE,546,@colonthatsme Flume is the GOAT damn,
100,mairnda,bay area,FALSE,544,disclosure is better than flume... THERE I SAID IT,0.5
804,KeroKeroDeVito,,FALSE,541,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/EeLXTAg6YK via @YouTube,
1222,_natkat22,,FALSE,540,i want to smoke weed and listen to flume in this field forever https://t.co/XfWt1wHvWV,
227,OccamsTazer,,FALSE,538,"@sub_aetha Yeah, I can't look anymore.

My chart looks like a ride at Disney - the log flume. 

(did I mention I own Disney?)",0.6
1139,davidoswald,"Los Angeles, CA",FALSE,537,New MAL work for your eyes &amp; new Flume song for your ears. AirPods Pro — Snap https://t.co/Du3uYbunqx,0.136363636
641,itsasalon,somewhere w/ mariel,FALSE,537,flume and toro y moi making drum and bass jesus christ https://t.co/Xt6AEYXVwR,-0.15
353,lishapaz,,FALSE,537,flume &amp; friends being announced as all events are being cancelled is HEARTBREAKING,
1137,Jordvnm_,"Toronto, Ontario",FALSE,535,"There is definitely a Flume album coming in T minus 2 months girls I can’t wait for more off beat snare, auto tuned… https://t.co/iZhJzwoS0K",0.133333333
383,popcultr_online,Los Angeles,FALSE,534,flume + toro song is soty,
820,flumeyfel,"Colorado Springs, CO",FALSE,532,the new flume + toro y moi track makes my pu$$y wet,0.018181818
1162,twinksten,"Fort Collins, CO",FALSE,532,Someone come see Flume and SOPHIE at red rocks with me 🥺,
4,AsiahPersuasiah,860,FALSE,531,i see flume trending on apple music. who’s responsible 😏 y’all my type of people,0.2
508,nextlevelsteph,Dan’s Curls™,FALSE,529,Waddup it’s your wannabe stylish grandpa rocking her new Flume shirt 😛 (ft this nasty bathroom) https://t.co/GW0AX5F6AF,-0.121212121
876,RealTalkRudy,,FALSE,527,Flume just dropped some groovy shit,-0.2
809,vitofernands,,FALSE,527,hi is this flume? https://t.co/rtl1cl7mJA,
574,CoryMeetWorld,"Denver, CO",FALSE,524,@Joxley_Official Maybe throw in a night of flume after if ya feeling frisky lol,0.8
25,quetalmny,apartamento 512,FALSE,524,Ok Flume &amp; Toro y Moi collab is fun. I love me some D&amp;B,0.433333333
248,CoryMeetWorld,"Denver, CO",FALSE,524,Glad I didn’t buy that Buku ticket or flight lmao! See you at Red Rocks Glass Animals and Mr. Flume....I hope.,0.366666667
798,HarryEatsBagels,"Toronto, ON",FALSE,524,new flume is great but also making me scared of the impending wave of future bass producers making pithy d&amp;b clones,0.196590909
238,scamnewtonn,Paradigm City,FALSE,522,Flume and Toro y Moi dropped something spicy,
622,rileybarber8,,FALSE,521,@ImARealDonkey @ALinh966 Guys plz be nice in the replies of my post. This is a Flume stan account,0.6
1016,rileybarber8,,FALSE,521,Really pissed the Flume and Friends presale is right before Buku,0.242857143
1063,rileybarber8,,FALSE,521,NEW FLUME NEW FLUME NEW FLUME,0.136363636
612,rileybarber8,,FALSE,521,"@ImARealDonkey @ALinh966 If they cancel that means I’ll spend less money on Ubers, food, vices, etc. therefore full… https://t.co/rDUo5F4ccE",-0.105555556
345,jeancream17,,FALSE,518,the world is ending? fuck it—i’m listening to Flume,-0.4
555,AlexPBSJ,fuck if i know,FALSE,517,"Only love is all maroon
Gluey feathers on a flume
Sky is womb and she's the moon",0.25
556,AlexPBSJ,fuck if i know,FALSE,517,Flume by Bon Iver https://t.co/IVG4HqZ7LY #NowPlaying,
1244,nosciencehere,mpls,FALSE,516,Flume is doing a 3 day concert series where each day he plays a set from each of his albums... only other artist th… https://t.co/dhG9MrG2nI,-0.0625
11,LordBonezz,"Florida, USA",FALSE,513,"@megmuff2 @LSDREAM_MUSIC that is one of the reasons why buku not happening legit crushed me, no Alison, no flume, n… https://t.co/jpB9D60Ar8",-0.1
223,jsilva982,"South Boston, MA",FALSE,513,Drinking a Flume by Battery Steele Brewing at @novareresbiercf — https://t.co/9ZTaOiHIca,
10,kalexzandriab,Arizona ,FALSE,512,TRUST by Flume 🥰,
793,WeOwnTheNiteNYC,New York City,FALSE,511,"@flumemusic Tells Apple Music About New Song ""The Difference"" (feat. Toro y Moi) featured In New Apple AirPods Pro… https://t.co/IfbmhMu2Cj",0.136363636
825,electro_Pty,,FALSE,511,"Flume, Toro Y Moi Release Indie Drum &amp; Bass Collab ""The Difference' https://t.co/sDTuGBA2y3 https://t.co/j5fXGauZPu",-0.075
411,VRZVRZMUSIC,"Salt Lake City, UT",FALSE,510,@killthenoise flume making neurofunk...that would be phenomenal,0.5
33,kdrsplaylist,,FALSE,510,#NowPlaying Never Be Like You by Flume / Kai #listen at https://t.co/RGN0Gpaxia,
774,arv__,naboo,FALSE,510,has flume ever not made a banger tho,
1233,andrewyangstan,he/him,FALSE,507,"#YangGang let's compile a list of top 10 fave albums! Here's mine in order:
Worlds- Porter Robinson
[USA]-… https://t.co/500F1QN1GP",0.5
30,Jimmy2Tired,Dancing through space and time,FALSE,506,Every time flume comes out of his hole to release some music he reminds us that he’s still got it,
220,Sam_Andrews92,"London, England",FALSE,504,"@versacewolfe @_samuelgyimah I couldn't breathe watching this, felt like I was going down the log flume",-0.155555556
894,MusicChemicals,,FALSE,503,"Flume Drops New Chill Drum &amp; Bass Collab With Toro Y Moi, “The Difference” https://t.co/pmuxsLu7PT https://t.co/p0Fme3QxdS",-0.006818182
253,jaaahk,,FALSE,501,Buku was just postponed due to CONVID-19 and I am so sad bc I just got the rest of my outfits and time off and fina… https://t.co/jjUnd6r4t3,-0.3125
562,roberthuston,"Portland, OR",FALSE,501,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/9B69IdPkHf via @YouTube,
753,erinnrienn,los angeles,FALSE,501,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/Uv3kuBROgE via @YouTube,
356,OldMcKinley,"Birmingham, England",FALSE,499,Flume on repeat,
1038,_Schmade_,The Void,FALSE,496,"The Difference - Flume x Toro y Moi

FIFA 21.

There is no question about it.",
23,vorratonn,México ,FALSE,495,@0syrup https://t.co/Hr4Z4Q96c6 this legit looks like a flume or a disparition tho,
675,stujo13,,FALSE,493,"put this in your ears 

https://t.co/8yUu1aAIY8",
419,galenwctipton,recovery girl,FALSE,492,"the only people i listen to are Flume, Skrillex and Galen Tipton",
1243,alexherrerv,,FALSE,492,Maybe I will see flume now 😳,
789,_JackietheJedi,Las Noches ,FALSE,489,A week from now I'll be in New Orleans watching Flume play live with the love of my life and my best friends. Thank jesus,0.254545455
1160,_JackietheJedi,Las Noches ,FALSE,489,Flume is like the Tame Impala of EDM,-0.216666667
393,bgenessie,"Vallejo, CA",FALSE,488,this new Flume ft Toro y Moi 🔥🔥🔥,0.136363636
607,baabylex99,,FALSE,487,Listening to flume and it's....evoking so many nostalgic memories lol,0.266666667
436,AyieKeroh,Bangi Perdana,FALSE,487,"Whoaaa flume's new songgg
https://t.co/Yc1PItBO84",0.136363636
180,_ariannaax,,FALSE,487,Flume snappeddddd,
769,zoee_jadee,,FALSE,485,Flume has a new song https://t.co/fgKkIyj2xX,0.136363636
745,iamnutters,"Orem, UT",FALSE,484,@TheWaltJ Or when flume eat some ass,
724,Noah_Falcon9,Sonoma State,FALSE,481,New Flume is making me feel like maybe this world isn’t so fucked after all 😊,-0.231818182
1201,BigShaunBoi,,FALSE,481,I want to see either Flume or Alison Wonderland at Red Rocks this summer. ✌🏻,
413,natalieverbois,"Baton Rouge, LA",FALSE,479,If buku gets canceled .....FLUME 🥺🥺🥺🥺🥺,
740,caaashlyn,"Boston, MA",FALSE,477,@tiedyekyforeva can I get an ID on the flume jams u dropped at okee bc my memory b fuzzy,
1136,kristopherhans,,FALSE,476,Drum &amp; Bass Flume today.. that is all.,-0.15
136,RoldanScored,"Seattle, WA- City of champs",FALSE,476,"@sad_lasaunya I’ve heard his remix of Insane by Flume because he played that when I saw him, but I do appreciate th… https://t.co/s0HIoJnrhF",-1
415,afro108,TOKYO,FALSE,474,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/r42GbQJSd9 via @YouTube,
827,THErealDJWESS,,FALSE,473,Can flume just make a whole drum and bass album cause FUCKKK! This new jawn is so good,0.221590909
360,pzalmmusic,,FALSE,473,Forget Corona @Flume dropped some heat ❤️,
316,SUNSTlRADE,Christchurch New Zealand,FALSE,469,"Here’s a song for you… The Difference by Flume
https://t.co/9zKKrTIAjz",
698,hughezzz,,FALSE,468,first porter now flume https://t.co/HaWVqOd2xf,0.25
1087,Allllllleeeee,LA,FALSE,468,"Flume dropping a new song today is all I needed, ty baby @flumemusic 💖",0.136363636
18,bondzinski,"Houston, TX",FALSE,467,Bout to jump in a Flume hole again brb,
1125,samucallegari,,FALSE,467,"@Vitmula SG Lewis - Throwaway
Flume - Rushing Back",
982,dearevergreen_,"Los Angeles, CA",FALSE,463,that flume and toro y moi though 👀,
905,tylerewoldt,,FALSE,462,New Flume 🤪,0.136363636
619,WhomisNathan,"Tempe, AZ",FALSE,462,Since I can’t do Roo who wants to do Flume Red Rocks?,0.1
975,davidandres___,,FALSE,461,"new flume

issa beautiful day",0.493181818
921,LutfiiFad,,FALSE,458,Flume feat. Toro y Moi - The Difference (Official Music Video) https://t.co/E7Js0244As via @YouTube,
379,1000jams,"Long Beach, CA",FALSE,456,i just be listening to that new flume song on repeat cause it’s so short,0.068181818
367,BitchyMoo,,FALSE,455,This week becomes yet weirder as Flume releases a drum n bass track...and it’s actually good?,0.275
530,YoshiElProducer,Elkhart To Chicago,FALSE,455,flume really out did himself on this shit bruh and he was eating ass on stage bro a legend https://t.co/PhSj8DtKrd,
28,torispears,null,FALSE,453,"iTunes purchases of the week 
Bad child/Can’t be happy all the time Tones and I 
Everything Tiesto
The Difference F… https://t.co/a9Ra1aEK86",0.05
830,Shanacondaaa,"New Orleans, LA",FALSE,453,@saigeemariee ... flume https://t.co/Fv3KQuux65,
1205,nessamtzxo,New Mexico,FALSE,450,@nikkiii_x0 Kneel before me-Slander/insane-Flume,
1223,yourwaifusenpai,"Las Vegas, NV",FALSE,450,Toro y Moi on a track with Flume???,
1134,FuckMaster3000,An island in the sky.,FALSE,449,NEW FLUME TODAY BITCHES,0.136363636
989,FuckMaster3000,An island in the sky.,FALSE,449,@SachaVibes What I wanna know is how the FUCK Flume made drum 'n' bass sound...like...Flume? Still?? HOW?? HOW DID… https://t.co/96kpqEeuYr,-0.275
113,vikiview,寄席,FALSE,448,Flume feat. Toro y Moi - The Difference　https://t.co/rcdAGvYEdg,
341,GavinCarman,"Chicago, IL",FALSE,447,"@RavenscoonNest Free - Flume

or

Too Young for Tragedy - GRiZ",0.25
995,WiiillupinYa,Hogwarts,FALSE,447,Yo when did flume drop a new song? Tf,0.136363636
577,gemindex,they/them,FALSE,444,lmao at everyone cancelling tours and flume announces a giant show,0.3
477,gemindex,they/them,FALSE,444,"It’s 12:05 AM, I hear a ringing from my telephone. I answer it and hear a deep voice... “Hi This is Flume...... and… https://t.co/sp5ycKQmzE",
618,pgarriz,DE | PHL | LA,FALSE,442,How this new Toro &amp; Flume song has me rn https://t.co/2aGmTO1SM7,0.136363636
239,themeparkcanuck,Canada,FALSE,442,Disneyland theme parks to close due to Covid-19 https://t.co/Q0ciSnm7iv,-0.125
144,themeparkcanuck,Canada,FALSE,442,"Universal Orlando announces its Covid-19 closure, too https://t.co/chg65ylhgV",
332,themeparkcanuck,Canada,FALSE,442,The world goes viral: Thursday's Covid-19 news https://t.co/JRo2ZYm70b,
838,themeparkcanuck,Canada,FALSE,442,"Tokyo Disney, Universal Japan delay their reopening dates https://t.co/ItzgxEb3fH",
1154,aikatsu_muge,,FALSE,442,"Flume
You Know (feat. Allan Kingdom &amp; Raekwon)",
1231,missdirtymoneyy,in Grimes Basement,FALSE,441,@flumemusic Hi This is Flume https://t.co/WolXn8lFM9,
796,imjosephsilver,probably making music,FALSE,440,"hey, you, yeah you. go listen to this. flume killed this one https://t.co/vMa5SwDnD7",-0.2
103,Justino21,,FALSE,440,"Bong rips, rain, and flume 🔥",
150,Jurgenshit,Concepción,FALSE,440,Flume - Sleepless (Cosmo's Midnight Remix) https://t.co/sVnRiyZvUb vía @YouTube,
726,tilopez_IV,"Fort Collins, CO",FALSE,439,Flume was the worst show at red rocks last year no 🧢,-0.333333333
1149,Bellabassfly,,FALSE,438,"Flume &amp; Friends 2020 - 3 nights celebrating 3 eras of @flumemusic #redrocks
WATCH &gt;&gt;&gt;&gt; https://t.co/xSqlDXgjK3 https://t.co/ejazQfjAKz",
841,freshmusicheads,"Rio de Janeiro, Brasil",FALSE,437,[FRESH] Flume - The Difference (feat. Toro y Moi) https://t.co/BliO2OHFPf (via /r/popheads),0.3
1001,freshmusicheads,"Rio de Janeiro, Brasil",FALSE,437,[FRESH] Flume feat. Toro y Moi - The Difference https://t.co/BliO2OHFPf (via /r/hiphopheads),0.3
1011,freshmusicheads,"Rio de Janeiro, Brasil",FALSE,437,[FRESH] Flume - The Difference (feat. Toro y Moi) https://t.co/AzGFzzZ2Ht (via /r/popheads),0.3
1053,freshmusicheads,"Rio de Janeiro, Brasil",FALSE,437,[FRESH] Flume feat. Toro y Moi - The Difference https://t.co/vR2CI3b7JD (via /r/indieheads),0.3
63,tsucco,"Yokohama, Japan",FALSE,437,"The Difference by Flume 
https://t.co/hb1Ok7SyYH",
382,a_nu_matt,,FALSE,437,I only use SoundCloud to stream Tennis Court (Flume Remix),
589,RevoltTenderly,Greater Vancouver,FALSE,436,Flume ft. Vera Blue - Rushing Back (Ekko &amp; Sidetrack Bootleg) https://t.co/iwK2npvs0n via @YouTube,-0.133333333
1022,Dag_Hardcore,"Oakland, CA",FALSE,432,Ready for Flume in 9 days 😍 @thebukuproject https://t.co/ph5FPrhPfr,0.2
265,kala_kenz,"Fort Worth, TX",FALSE,430,Yoooo literally was so hyped up that there was no conflicting sets w flume and then buku is fucking cancelled??????… https://t.co/l9BFspmy16,-0.6
27,Meela312,Mars,FALSE,429,OHHHHH OHHHHH : Flume feat. Toro y Moi - The Difference [Official Lyric Video] https://t.co/pL8uPhljMD via @YouTube,0.25
1079,skyecornbread,"Utah, USA",FALSE,429,listening to new flume 🥴😩🤑😴👑👸🏻💭🙈🥺🎈🎀🤔🎉💭👯‍♂️,0.136363636
479,wymasolutions,"Christchurch City, New Zealand",FALSE,429,Gentle and hygienic transport within your #packhouse is essential to the quality of your produce. Wyma Flume… https://t.co/OQQhaM5v82,0.1
1208,NowOnWHUS,"Storrs, CT",FALSE,429,Flume &amp; Chet Faker — Drop the Game: right now on @whusradio,-0.057142857
1033,IsMalcomb,,FALSE,429,"Flume and Toro Y Moi share visuals for joint drum 'n' bass cut, 'The Difference' [Watch] - Dancing Astronaut https://t.co/NpnpqLrD5B",-0.15
121,natatastatas,OC,FALSE,428,I was willing to fly next week and not take money from my stepdad who was gonna lay me not go to go buku for flume… https://t.co/3qlBa50yCd,0.35
959,360nd_media,"Lagos, Nigeria",FALSE,428,"Flume on his new Toro y Moi collaboration, “The Difference” https://t.co/VtpQ1iiYFx https://t.co/GBIGYD8Sgv",0.136363636
604,softzarry,,FALSE,428,"Flume and his dog 
  🥺
👉🏼👈🏼",
816,softzarry,,FALSE,428,Ahh imagine a Flume and the 1975 collab!! https://t.co/kONYw9wqxY,
868,korewasakedo,florida,FALSE,424,"@flumemusic @ToroyMoi fuck me im excited,flume and porter!?!? 2020 lookin good",0.15
31,sassy_buddha,"Boone, NC",FALSE,420,Really love how Flume sounds like he is hanging out in a junkyard just banging on things. Its a bop tho,0.5
1014,GooseDaniels,,FALSE,419,"@mainsqueeze_ Go see Flume, I saw him at 3am right after @russdiemon  and it was THE greatest thing I've ever witnessed",0.642857143
599,CallmeDoritos,my element,FALSE,419,"Thank you, Flume https://t.co/ufh41ANvDD",
853,monica_izagee,Over the rainbow,FALSE,419,FLUME DID A COLLAB WITH TORO Y MOI,
175,ToriKatelynn,The Bay ✈ LA,FALSE,418,"@KThaMighty Lights Up x Harry Styles 
Hear My Thoughts x Powfu
Up All Night x Khalid
Wait A Minute x Willow 
Vibe x… https://t.co/7tHN0j1Xgp",
1237,Lexigoesbacon,Whittier College '19,FALSE,416,Someone see Flume with me in June since I won’t see him again in April 😔😔😔,
903,monsconcha,southern california,FALSE,406,Flume’s Tennis Court remix is soo good,0.7
296,jas_mcinerney,"California, USA",FALSE,406,"#flumefriday team. Is anyone trying to work out how to do 'labs' for teaching hydraulics online?  ideas? 
Do any on… https://t.co/8wUKdxYuCO",
177,kennedy_buck14,,FALSE,404,"My goal January first of 2020 was to see flume live again this year 

Yeah that’s not lookin like it’s gonna work in my favor",0.193181818
942,abscross,my own little world,FALSE,404,new flume and porter 🥺🥺🥺🥺🥺🥺🥺,0.136363636
267,chessthompson,"Fort Lauderdale, FL",FALSE,404,TWO ILLENIUM SETS AND FLUME FUCK THIS VIRUS I’LL SQUARE TF UP https://t.co/YU6BDlBwC6,-0.45
